manufacturer,age,training_before[Y/N],gender,body_fat[%],smoking[Y/N],alcohol_times_week,occupation,education,marital_status,kids,location,N sessions/w 1m1w,N sessions/w 1m2w,N sessions/w 1m3w,N sessions/w 1y1w,N sessions/w 1y2w,N sessions/w 1y3w
apple,22,True,F,22,False,2,Professor Emeritus,bachelor,single,1,"3453 Pham Neck
Montesview, MI 85671",3,3,2,3,3,2
apple,42,True,M,21,False,1,"Solicitor, Scotland",bachelor,separated,0,"24049 Riddle Plaza
North Lisa, AL 45957",2,2,2,2,2,2
oura,32,False,F,19,False,3,"Designer, multimedia",master,separated,1,"USCGC Harris
FPO AA 92933",4,4,4,3,3,3
garmin,45,False,M,13,False,3,Charity fundraiser,phd,married,2,"834 Janet Mount
East Jenniferchester, MN 42704",4,2,4,3,2,3
fitbit,37,False,M,21,False,0,Computer games developer,master,separated,1,"315 Casey Harbor
North Nicholasburgh, PR 16021",3,3,2,2,2,2
sony,31,True,M,13,True,1,Nature conservation officer,bachelor,divorced,0,"532 Ramirez Field
Lake Saraburgh, WV 90652",4,2,3,4,2,3
apple,44,False,F,35,False,3,Television camera operator,phd,separated,1,"382 Stanton Lodge Suite 354
Keithmouth, CT 48887",4,4,4,2,2,2
fitbit,62,True,M,10,False,3,Data processing manager,phd,single,1,"242 Lindsay Throughway Suite 714
West Lauren, AK 38662",3,5,3,2,4,2
garmin,41,True,F,17,False,3,Musician,phd,single,0,"15652 Morgan Canyon Apt. 534
West Kevin, RI 36690",3,3,3,3,3,3
apple,21,True,F,29,True,0,,school,divorced,0,"6030 Miller Gateway
Harrisonberg, GU 26604",3,3,2,2,2,1
huawei,45,True,M,21,False,0,Geophysicist/field seismologist,school,separated,3,"5303 Hart Ridge
Richardsbury, MP 11156",3,3,4,3,3,4
oura,39,True,M,16,False,2,"Education officer, environmental",master,divorced,3,"41266 Patrick Prairie Suite 373
Monicaton, VA 02259",3,3,2,3,3,2
apple,22,True,M,11,False,2,"Surveyor, hydrographic",bachelor,married,2,"020 Nicole Estate
Rosaleshaven, AZ 29495",5,3,3,4,3,3
oura,27,True,M,18,False,2,"Engineer, maintenance (IT)",master,single,0,"3213 Howard Motorway Suite 358
West Sallyfort, MS 24329",4,5,3,4,5,3
xiaomi,60,True,M,15,True,0,Chief Strategy Officer,bachelor,single,3,"352 Jones Mountains Apt. 501
Lake Jasonbury, AK 99921",5,2,4,4,2,3
sony,35,False,F,24,False,3,Holiday representative,phd,divorced,0,"281 Tracey Throughway
West Brandon, MT 04841",4,4,4,3,3,3
fitbit,45,True,M,16,True,0,Podiatrist,master,widowed,3,"04902 Lopez Bypass Suite 793
East Jane, PA 98469",3,3,4,3,3,4
apple,64,True,M,20,False,1,Haematologist,bachelor,separated,3,"655 Louis Lodge
Huberfort, SC 05222",4,3,4,3,2,3
sony,26,True,F,18,True,0,Control and instrumentation engineer,bachelor,married,2,"680 Burns View Suite 493
Kaylastad, TN 09710",3,3,3,3,3,3
fitbit,32,True,M,16,True,2,"Development worker, community",bachelor,separated,2,"5025 Matthew Neck
Deborahborough, DC 93762",2,2,3,2,2,3
garmin,30,False,M,29,False,2,Midwife,bachelor,married,2,"23911 Hunt Oval
New Stephanieville, DC 52687",2,4,2,2,3,2
xiaomi,32,True,M,11,False,2,"Surveyor, land/geomatics",master,single,0,"239 Kara Views
North Davidhaven, LA 56356",3,3,3,3,3,3
apple,24,True,M,15,False,2,"Geologist, engineering",bachelor,separated,2,"93866 Wyatt Squares Apt. 985
Collinsmouth, NH 34795",4,3,2,4,3,2
coospo,44,True,F,23,False,2,Retail merchandiser,school,divorced,1,"10927 King Center
Port Nicholas, TX 83205",3,3,3,3,3,3
fitbit,20,True,F,16,True,3,,school,married,0,"77759 Brooks Brook Apt. 168
Kathleenville, FM 15602",3,3,3,2,2,2
coospo,42,True,M,21,False,3,Market researcher,bachelor,separated,3,"16369 Dale Radial Apt. 832
Thompsonview, MN 72530",2,4,2,2,3,2
huawei,40,True,F,26,True,2,Film/video editor,school,single,3,"0304 Joseph Springs
Reidhaven, KY 14688",3,3,3,2,2,2
xiaomi,42,True,F,17,False,1,Podiatrist,phd,divorced,2,"176 Walker Ville
Harrisland, PR 17053",4,4,3,4,4,3
fitbit,19,True,M,8,False,1,,school,single,0,"43476 William Parks
Royshire, MH 32810",4,2,4,4,2,4
xiaomi,44,True,F,24,False,3,Environmental education officer,master,divorced,1,"74429 Green Underpass Apt. 250
Strongburgh, HI 40302",4,5,4,4,4,4
apple,45,False,M,13,False,1,"Librarian, academic",phd,widowed,3,"894 Herrera Haven
Jacobfort, NY 52493",4,4,4,4,4,4
huawei,28,True,M,9,False,2,"Buyer, industrial",bachelor,single,1,"7290 Evan Camp
Petersenton, MS 15574",4,3,2,4,3,2
coospo,28,True,M,19,False,3,"Engineer, manufacturing",bachelor,separated,2,"33395 Travis Row
Port Danielview, TN 29340",3,4,4,2,3,3
apple,58,True,M,14,False,2,Health and safety adviser,master,widowed,2,"001 Howard Key Apt. 982
Lake Christopher, KS 92906",4,2,3,4,2,3
apple,21,True,M,17,True,1,,school,separated,0,"75348 Little Mountains Apt. 141
Walkermouth, GU 27766",3,4,5,2,3,4
xiaomi,29,True,M,8,False,0,Publishing rights manager,master,single,1,"1987 Wright Burg
Port Pamelafort, HI 55595",4,4,3,4,4,3
oura,35,True,F,15,False,2,"Therapist, drama",master,single,0,"659 Jody Cove Apt. 504
North Brian, DC 44483",3,4,3,3,4,3
fitbit,28,True,F,23,True,0,Farm manager,phd,married,2,"0234 Allen Mission
Adamsborough, RI 39065",3,2,3,3,2,3
fitbit,35,True,M,11,False,3,Corporate treasurer,phd,single,1,"25735 Trevino Landing
Joshuaton, AK 47295",3,3,3,3,3,3
apple,35,True,M,19,False,0,Chemical engineer,school,divorced,0,"557 Rodgers Landing Apt. 519
Benjaminburgh, WA 77068",3,3,3,3,3,3
garmin,23,True,M,13,True,2,"Psychologist, clinical",bachelor,separated,1,"399 Kathy Shores Apt. 580
Port Barbara, AZ 34646",5,3,2,4,2,2
garmin,60,False,F,39,False,3,General practice doctor,phd,separated,0,"4902 Kimberly Avenue
Melissaton, ID 57695",4,4,3,1,1,1
fitbit,40,True,M,16,False,0,"Engineer, water",school,married,3,"40567 Lance Locks Suite 578
Port Aaron, IA 21032",3,2,2,3,2,2
coospo,51,True,M,17,False,3,"Buyer, retail",phd,married,1,"3634 Thomas Via Apt. 760
Garrisonland, OH 41348",4,2,5,3,2,4
apple,37,True,M,11,True,3,Marketing executive,bachelor,divorced,2,"165 Yu Drives
Charlesshire, NY 89979",4,4,4,3,3,3
garmin,26,True,M,20,False,2,"Nurse, learning disability",master,single,1,"144 Thomas Hollow
Port Jonathanland, OK 45338",3,3,2,3,3,2
oura,23,False,F,29,False,0,Building surveyor,bachelor,single,0,"5447 William Flats Apt. 711
New Joshua, PA 04852",4,4,4,2,2,2
fitbit,33,True,M,21,False,1,Physiological scientist,school,single,2,"443 Morgan Crossroad Suite 310
South Emily, ND 51451",3,3,3,3,3,3
fitbit,40,True,F,20,False,0,IT trainer,phd,divorced,1,"0915 Hernandez Field
Wrightport, MT 41928",3,3,3,3,3,3
fitbit,40,True,M,18,False,2,Sports therapist,phd,widowed,1,"4414 Boyd Estate Suite 200
Port Darrelltown, WY 88357",3,5,4,3,5,4
fitbit,41,False,M,26,True,2,Surgeon,master,separated,3,"943 Joseph Port Apt. 456
South Mike, UT 94963",4,4,4,2,2,2
garmin,56,True,M,8,False,1,Education administrator,phd,single,1,"78152 Jeffrey Freeway
South William, MD 35780",4,4,4,4,4,4
coospo,23,False,F,34,False,1,Engineering geologist,bachelor,separated,1,"USNV Moore
FPO AP 77508",4,4,2,2,2,1
sony,46,True,M,19,False,3,Games developer,school,separated,3,"2019 Katherine Expressway Suite 829
East Nicholas, NH 66641",2,3,4,1,2,2
sony,29,False,F,32,False,2,"Exhibitions officer, museum/gallery",phd,divorced,0,"451 Michael Island
South Debra, TN 70558",3,4,3,2,3,2
fitbit,40,True,F,17,False,3,Operations geologist,bachelor,single,1,"10653 Williams Mount
Lake Donald, VA 86980",3,4,4,3,4,4
garmin,33,True,M,12,True,2,Town planner,master,divorced,1,"9829 Shawn Tunnel
Sarahfurt, TX 30486",3,3,2,3,3,2
apple,43,True,M,9,False,3,Intelligence analyst,school,widowed,1,"711 Nguyen Passage Apt. 739
Jessicabury, MA 48606",3,3,3,3,3,3
fitbit,39,True,F,14,False,3,Naval architect,phd,married,0,"86244 Walter Motorway Suite 076
Mitchellville, CT 95554",4,3,4,4,3,4
huawei,27,True,M,9,False,2,Trade mark attorney,bachelor,married,1,"2760 Murphy Mall Apt. 969
Brianview, NM 81246",3,4,3,3,4,3
sony,25,True,M,20,False,3,Insurance claims handler,master,married,0,"90290 Troy Highway Suite 840
Lake Richard, DC 52211",4,4,4,3,3,3
huawei,65,True,M,19,False,2,Stage manager,bachelor,married,3,"PSC 5892, Box 6294
APO AE 49987",3,3,3,2,2,2
oura,49,True,F,20,False,1,Associate Professor,phd,widowed,0,"57915 Barnes Fork
Cochrantown, AS 20469",4,3,4,4,3,4
xiaomi,40,True,F,24,False,1,Podiatrist,phd,widowed,1,"39717 Christina Corners
Andrewburgh, OR 71008",4,2,3,4,2,3
sony,18,True,F,19,True,0,,school,single,0,"2826 Carson Neck
Hartchester, MT 41166",3,4,4,2,3,3
xiaomi,20,True,F,14,False,1,,school,single,0,"4526 Holmes Flats
Christinefurt, MT 83701",3,3,3,3,3,3
fitbit,48,True,M,10,False,0,Museum/gallery curator,school,divorced,0,"829 Joshua Alley
Lake Deniseborough, MN 27513",2,3,3,2,3,3
coospo,42,False,M,17,True,0,Naval architect,phd,widowed,1,"415 Victor Island
Johnside, NM 67794",2,2,3,2,2,2
sony,36,True,M,9,False,0,"Radiographer, diagnostic",phd,married,0,"USNS Elliott
FPO AA 45077",3,4,4,3,4,4
xiaomi,28,True,M,16,False,3,Advice worker,bachelor,separated,1,"4027 Finley Knolls
West Angela, VT 77960",3,4,4,3,4,4
sony,38,False,M,26,True,1,Professor Emeritus,phd,single,1,"USNS Rogers
FPO AA 50596",3,3,5,2,2,3
garmin,43,True,M,13,False,3,Maintenance engineer,bachelor,divorced,3,"61734 Brady Lakes Suite 302
Nguyenshire, GA 30526",3,4,4,3,4,4
coospo,29,True,F,19,True,1,Occupational hygienist,master,single,1,"PSC 9547, Box 5331
APO AP 80788",4,3,4,4,3,4
coospo,23,False,F,35,False,0,Museum/gallery exhibitions officer,master,separated,0,"5199 Harris Roads
Port Matthewstad, AZ 69060",4,3,3,2,2,2
fitbit,41,True,F,15,False,3,Hospital doctor,bachelor,divorced,2,"134 Ward Knoll Suite 646
West Regina, MI 59174",3,3,5,3,3,4
garmin,26,True,M,16,True,3,Associate Professor,bachelor,single,1,"4082 Baker Square Suite 727
East Todd, WA 93206",4,2,4,3,2,3
garmin,45,True,F,29,True,2,Theme park manager,school,married,2,"90967 Barry Mountain Apt. 134
Harveyfurt, FM 91853",3,3,3,2,2,2
sony,51,True,F,14,False,2,Automotive engineer,master,divorced,3,"9020 Smith Walk
South Jeffrey, TX 31659",3,4,4,3,4,4
sony,52,True,M,13,False,3,Special educational needs teacher,phd,widowed,0,"1974 Phillip Square
Ronaldborough, MH 64614",4,4,5,3,3,4
apple,41,True,F,17,True,1,"Radiographer, diagnostic",school,divorced,0,"33373 Joseph Shoals
Caldwellchester, MA 09977",4,3,2,4,3,2
apple,35,True,F,28,True,1,Waste management officer,bachelor,married,1,"474 Vang Mountain
East Mollychester, AS 53851",5,3,5,4,2,4
huawei,63,True,F,17,True,2,"Scientist, audiological",master,single,3,"945 Catherine Ferry
Lake Kathrynton, IN 57372",2,2,3,2,2,2
coospo,45,False,F,38,True,2,Intelligence analyst,phd,separated,2,"808 Joshua Mill
West Jennifer, DE 98194",4,5,3,2,3,2
oura,54,True,M,16,True,0,Naval architect,bachelor,separated,2,"55946 Liu Coves Apt. 375
Lake Markfort, ME 28263",3,3,4,2,2,3
huawei,30,False,M,24,False,2,Biomedical engineer,bachelor,single,3,"225 Decker Branch Apt. 191
Jessicahaven, IA 81636",3,4,3,2,3,2
coospo,52,True,F,29,False,1,Investment analyst,school,married,3,"2338 Johnson Field
West Christopherchester, OK 32808",3,3,2,2,2,2
fitbit,35,True,F,16,True,1,Private music teacher,school,separated,1,"74116 Gary Ridge Apt. 896
Duartefurt, SD 12730",2,2,4,2,2,4
coospo,37,True,F,25,True,0,Brewing technologist,master,divorced,3,"61317 Thomas Extensions Suite 180
East Kimberlyshire, KS 95559",4,3,5,4,3,4
fitbit,27,True,M,12,False,0,Bookseller,bachelor,separated,2,"430 Dixon Park Apt. 330
Lake Sandra, TN 51795",5,5,2,5,5,2
coospo,53,True,M,15,False,0,Personnel officer,school,widowed,3,"8404 Rebecca Burg
Banksburgh, ND 29650",3,3,3,3,3,3
garmin,44,True,F,19,False,0,"Nurse, mental health",phd,separated,2,"9229 Heather Via Apt. 246
Jamesshire, AZ 44461",2,2,2,2,2,2
garmin,57,True,F,29,True,0,Information officer,master,widowed,2,"6828 Thomas Drive Suite 621
Port Emilyburgh, KY 52382",3,3,3,2,2,2
apple,23,True,F,21,False,3,"Engineer, building services",bachelor,single,2,"544 Park Stream
Millerland, MP 52751",3,3,3,2,2,2
xiaomi,59,True,F,27,False,1,"Designer, multimedia",master,widowed,0,"771 Barrera Plains
North Robin, WY 47589",3,3,3,2,2,2
sony,43,False,M,15,False,2,Acupuncturist,school,divorced,0,"76812 Graves Springs
Smithshire, NV 40741",3,4,4,3,4,4
xiaomi,54,True,M,12,False,1,Dietitian,bachelor,married,2,"769 Gamble Mills
Moorehaven, MI 85271",2,4,4,2,4,4
coospo,59,True,M,10,False,3,Health service manager,phd,divorced,3,"04693 Ryan Lodge Suite 063
Port Terrifort, VA 43822",3,3,3,2,2,2
xiaomi,34,True,M,21,False,3,Banker,phd,separated,1,"Unit 9662 Box 2789
DPO AE 90153",3,3,3,2,2,2
sony,38,True,F,17,False,2,Building surveyor,master,divorced,2,"9195 Makayla Forks
New Yolandaland, MD 31673",5,4,4,5,4,4
apple,25,True,M,18,False,0,"Education officer, community",bachelor,divorced,2,"3877 Danielle Ports Apt. 733
New Michealside, DC 02175",2,4,2,2,4,2
huawei,40,True,F,25,False,2,Facilities manager,phd,married,0,"20939 Duncan Meadows
Montgomeryville, OH 55530",4,4,4,4,4,4
apple,19,True,F,14,False,3,,school,single,0,"73701 Johnson Ridge Suite 623
Lake Nancy, SD 54992",5,3,4,4,2,3
garmin,39,True,M,8,False,0,Environmental health practitioner,school,divorced,0,"238 Franco Square
Aliciatown, OH 38704",3,3,4,3,3,4
xiaomi,63,True,F,29,False,3,Equities trader,master,single,2,"318 Flores Walk
Maryberg, ND 77285",4,3,3,2,2,2
fitbit,18,True,M,9,False,0,,school,single,0,"60873 Shawn Flats
Jenkinschester, AR 45148",4,5,5,4,4,4
garmin,23,True,M,8,False,0,Animal nutritionist,master,divorced,1,"728 Jonathan Courts Apt. 921
Mollymouth, AK 46814",2,2,3,2,2,3
apple,44,False,F,23,False,1,Chiropodist,school,married,1,"14696 William Pike Suite 290
East Andrewland, CO 37333",3,5,3,3,4,3
garmin,62,False,F,22,False,1,Museum education officer,school,married,1,"24647 Beasley Expressway Suite 576
Lucasview, NC 94573",3,3,3,2,2,2
huawei,59,True,M,15,False,0,Electronics engineer,bachelor,married,1,"7423 Harrison Cove
East Tracy, IL 06647",3,3,3,3,3,3
oura,24,False,F,37,False,1,"Designer, furniture",bachelor,married,0,"93846 Martin Vista Suite 038
Darrellfort, IN 66911",3,3,3,2,2,2
sony,32,False,M,15,False,0,Interior and spatial designer,phd,separated,0,"210 William Underpass Apt. 877
Carrville, MS 04036",2,3,3,2,3,3
apple,44,True,M,21,False,0,Barrister's clerk,phd,widowed,1,"PSC 7237, Box 1046
APO AA 28995",3,3,3,3,3,3
coospo,27,False,F,35,False,3,Corporate treasurer,bachelor,divorced,0,"Unit 5372 Box 9006
DPO AP 32975",3,4,5,2,2,3
apple,55,True,F,24,True,0,"Surveyor, building",school,married,0,"692 Theresa Extension Apt. 615
South Darrylmouth, ND 85127",4,3,3,3,2,2
oura,19,True,M,11,True,1,,school,single,0,"31196 Wade Island
Deanmouth, MP 07687",5,3,5,4,2,4
coospo,40,True,F,20,False,3,Medical physicist,school,married,1,"Unit 2726 Box 6773
DPO AA 81806",4,4,4,4,4,4
fitbit,21,True,F,18,False,1,,school,single,0,"98534 Osborn Lakes Suite 647
North Leefort, VI 79971",3,3,3,3,3,3
fitbit,25,True,F,26,False,3,Operational investment banker,master,single,2,"26535 Nicole Mission Suite 325
West Markborough, TN 77543",3,3,4,2,2,3
sony,35,False,F,27,False,0,Sub,school,single,2,"61251 Eric Unions Apt. 243
New Mark, CO 72786",4,3,4,3,2,3
oura,39,True,M,21,True,0,"Engineer, mining",bachelor,divorced,0,"973 Long Manors Apt. 216
Lake Reneeville, IL 85423",3,3,2,2,2,2
fitbit,50,False,F,21,False,0,Best boy,school,widowed,1,"37132 Pamela Creek
Jessicabury, AS 29028",5,5,4,4,4,3
oura,60,True,M,9,False,0,Television floor manager,phd,separated,3,"73749 Sandoval Valleys Suite 338
Rodriguezbury, FM 40009",3,3,3,3,3,3
coospo,41,True,F,23,False,0,"Engineer, broadcasting (operations)",phd,single,0,"15250 Santos Courts Suite 671
West Kaylastad, MS 12247",3,4,3,3,4,3
coospo,61,True,M,19,False,0,"Lighting technician, broadcasting/film/video",master,married,0,"73321 Lopez Club
Andrewshire, PA 39219",3,4,3,2,3,2
xiaomi,33,True,M,11,False,1,Waste management officer,bachelor,single,0,"6566 Nicole Island Suite 099
Laurenshire, MP 39838",3,4,2,3,4,2
oura,42,True,F,22,False,1,Clinical molecular geneticist,school,divorced,0,"071 Lambert Curve Suite 204
Watsonhaven, MS 20255",3,3,3,3,3,3
fitbit,50,False,M,18,False,1,Marketing executive,bachelor,married,0,"USNS Peterson
FPO AA 86860",3,4,3,2,3,2
huawei,36,False,F,24,False,1,Health and safety inspector,phd,separated,2,"2300 Lopez Rue
Sandovalstad, VA 08363",3,3,3,3,3,3
sony,21,False,F,38,False,3,,school,married,0,"683 Steele Ford Suite 568
Charlesborough, NY 73662",2,5,5,1,2,2
huawei,43,True,M,8,False,0,"Accountant, chartered certified",phd,widowed,2,"404 Garcia Burgs Apt. 992
East Julie, VI 84364",2,3,2,2,3,2
oura,34,True,F,16,True,3,"Therapist, speech and language",master,separated,1,"PSC 9020, Box 0429
APO AA 97922",2,3,2,2,2,2
sony,43,True,M,8,False,1,"Librarian, academic",phd,married,2,"624 Christina Well Apt. 049
New Alex, PW 62427",4,4,3,4,4,3
coospo,29,True,M,9,False,3,"Therapist, nutritional",master,separated,2,"3389 Smith Forest Suite 550
New Nancychester, AZ 33227",2,3,2,2,3,2
huawei,19,True,M,12,False,3,,school,single,0,"038 Peters Hill Suite 462
New Adam, KY 18724",2,2,2,2,2,2
huawei,43,False,M,13,True,0,Occupational hygienist,master,single,2,"01062 Edwards Plaza Suite 892
Aliciaton, MT 94174",5,3,2,4,2,2
coospo,37,False,M,15,False,2,"Copywriter, advertising",bachelor,separated,1,"6050 Angela Ramp
Wileyfort, VI 56862",3,3,3,3,3,3
oura,36,True,F,20,False,3,Leisure centre manager,school,single,1,"9892 Burns Pike Suite 537
Cunninghamfurt, WI 58344",3,3,3,3,3,3
oura,25,False,M,23,False,2,Community development worker,master,separated,0,"6664 Mark Lock Suite 503
Sarafort, OR 33052",2,4,5,2,3,4
coospo,27,True,M,16,False,2,Personnel officer,bachelor,single,0,"99485 Edwards Plains Apt. 616
Henrybury, DE 53559",3,3,3,3,3,3
oura,62,False,M,18,False,0,Radio producer,school,single,3,"8276 Lambert Expressway Apt. 942
Briannashire, MI 41056",3,4,4,2,3,3
huawei,42,True,F,18,True,1,"Production assistant, radio",master,married,2,"996 Theresa Overpass Apt. 663
South Brian, HI 01843",3,3,3,3,3,3
sony,45,False,M,13,False,1,Surgeon,master,married,3,"578 Jessica Skyway
Donnastad, TN 13370",3,3,3,3,3,3
oura,40,True,M,16,False,0,"Secretary, company",school,single,1,"28896 Moore Villages Apt. 219
Watkinsmouth, UT 33375",4,2,4,4,2,4
apple,44,True,F,14,False,0,Health and safety adviser,master,single,1,"8408 Harris River Apt. 543
Ericside, AR 94113",2,3,3,2,3,3
garmin,21,True,F,27,False,0,,school,single,0,"387 William Flats
North Anthony, AK 17063",2,5,3,2,4,2
oura,39,True,M,18,False,2,"Engineer, manufacturing systems",phd,married,1,"905 Jessica Walk
Jayburgh, MT 15097",3,3,3,3,3,3
xiaomi,38,True,F,27,True,1,"Psychologist, prison and probation services",phd,single,3,"4486 Michael Loop Apt. 287
Rogerside, KY 16771",3,5,4,2,4,3
xiaomi,26,False,F,22,False,0,Actuary,bachelor,married,1,"404 Fields Fields
Angelville, VA 30732",2,2,2,2,2,2
garmin,35,True,F,25,False,1,Counsellor,master,married,0,"884 Russell Plain
East Christopher, TX 04270",5,3,5,5,3,5
sony,34,False,F,30,True,2,IT consultant,master,married,1,"516 Phillips Mill
West Annaville, CO 83750",3,3,3,2,2,2
huawei,45,True,F,24,False,1,Commercial horticulturist,master,separated,3,"041 Kelly Path Suite 229
Brownfort, DC 44601",3,3,3,3,3,3
xiaomi,46,True,F,26,False,0,Cytogeneticist,master,single,2,"7972 Barbara Skyway Suite 057
East Kennethbury, TN 05845",3,3,3,2,2,2
apple,23,False,F,28,False,2,Audiological scientist,master,divorced,2,"8102 Carolyn Throughway
Port Christopher, OK 27251",3,3,3,2,2,2
oura,23,True,M,13,False,2,Toxicologist,bachelor,divorced,0,"0779 Jarvis Pike Suite 319
Curryhaven, GA 63335",5,4,4,4,4,4
huawei,36,True,M,21,False,1,Ecologist,phd,married,0,"73277 Harold Flats Apt. 219
North Amanda, SC 78019",4,3,4,4,3,4
apple,42,True,F,23,False,2,IT consultant,school,separated,2,"PSC 9875, Box 1239
APO AP 81634",4,4,3,4,4,3
huawei,26,True,F,22,True,0,"Engineer, production",master,divorced,0,"390 Molina Hills
Michaelbury, NY 30899",4,4,4,4,4,4
coospo,41,True,M,8,False,2,"Engineer, manufacturing",master,divorced,3,"USNS Clark
FPO AA 41475",4,4,3,4,4,3
sony,30,True,M,13,False,2,Tree surgeon,bachelor,divorced,0,"95948 Jill Parkway
Andrewburgh, PA 68293",5,4,3,5,4,3
fitbit,18,True,M,11,False,1,,school,single,0,"8222 Jackson Fords
Meadowsmouth, WA 89257",4,4,4,4,4,4
coospo,40,True,M,15,True,1,"Conservator, museum/gallery",bachelor,married,0,"245 William Shoal Suite 405
Melissamouth, KY 22911",3,3,2,3,3,2
fitbit,30,True,M,20,False,0,Insurance claims handler,master,single,0,"495 David Track Apt. 809
East Jennaview, NE 95460",2,2,2,2,2,2
oura,26,False,M,14,False,0,Quality manager,bachelor,separated,1,"39697 Meyer Passage Suite 199
Connershire, SD 82072",5,4,3,4,4,3
xiaomi,61,True,F,15,False,0,Audiological scientist,bachelor,divorced,0,"62386 Taylor Glen
East Julia, CA 41944",3,5,4,3,4,4
fitbit,61,False,F,37,False,1,Astronomer,bachelor,separated,3,"75614 Riddle Cove Suite 551
South Robert, CO 47043",3,3,3,2,2,2
